CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Salary,Churn
714,France,Male,37,9,148466.93,2,0,1,151281,0
850,Spain,Male,41,8,132838.07,1,1,1,175347,0
560,Spain,Female,27,7,124995.98,1,1,1,114670,0
635,Spain,Female,38,1,0.0,2,1,0,90605,0
648,Germany,Female,42,8,121980.56,2,1,0,4027,0
717,Spain,Male,35,1,0.0,3,0,0,174770,1
558,France,Male,40,6,0.0,2,1,0,173845,0
714,France,Male,52,4,100755.66,1,1,1,186775,0
405,France,Male,39,10,0.0,1,1,0,160811,1
611,France,Female,46,5,0.0,1,1,0,77677,1
562,Germany,Male,31,4,127237.25,2,0,1,143317,0
615,Spain,Male,51,6,81818.49,1,1,1,169149,0
616,Germany,Female,45,6,128352.59,3,1,1,144001,1
541,France,Male,46,6,0.0,2,1,1,83457,0
651,Germany,Male,26,5,147037.32,1,0,0,141763,0
668,Spain,Male,25,8,0.0,2,1,1,135112,0
651,France,Female,32,8,144581.96,1,1,1,87610,0
707,France,Male,73,6,66573.17,1,1,1,62769,0
586,France,Female,38,6,0.0,2,1,1,37936,0
537,Spain,Male,42,1,190569.23,1,0,1,127155,0
744,France,Female,38,9,0.0,2,0,0,20941,0
703,France,Male,37,8,105961.68,2,0,1,74159,0
517,France,Male,37,5,113308.84,1,0,1,31517,0
618,France,Female,37,5,96652.86,1,1,0,98686,1
616,Germany,Male,45,3,143129.41,2,0,1,64327,0
747,France,Male,49,6,202904.64,1,1,1,17299,1
584,Spain,Female,38,3,0.0,2,1,1,4525,0
826,France,Female,30,5,0.0,2,0,1,157398,0
596,Spain,Female,30,1,0.0,2,1,0,8125,0
763,France,Female,23,2,0.0,2,1,0,153984,0
778,Germany,Female,29,7,123229.46,1,1,0,181221,0
594,Spain,Female,24,0,97378.54,1,1,1,71405,0
764,Germany,Female,39,9,138341.51,1,1,0,50073,1
660,France,Female,31,6,172325.67,1,0,1,45438,0
725,Germany,Female,47,1,104887.43,1,0,0,86623,1
719,Spain,Female,40,9,0.0,2,1,0,182224,0
850,France,Male,66,4,0.0,2,0,1,64351,0
752,Germany,Female,37,5,113291.05,2,1,1,132468,0
522,France,Male,41,5,144147.68,1,1,1,14790,0
534,France,Male,24,1,0.0,1,1,1,169653,0
504,France,Female,73,8,0.0,1,1,1,34596,0
565,France,Male,46,7,135369.71,1,0,1,140130,0
620,France,Male,22,0,0.0,1,1,0,32589,0
764,Germany,Male,28,10,124023.18,1,1,0,166188,0
670,Spain,Female,29,9,0.0,2,1,0,27359,0
738,France,Female,67,1,130652.52,1,0,1,22762,0
676,France,Female,32,5,0.0,2,1,1,75465,0
569,France,Male,41,4,120243.49,1,1,0,163150,1
651,Germany,Male,41,1,90218.11,1,1,0,174338,0
796,Spain,Male,67,5,0.0,2,0,1,54871,0
563,France,Female,35,2,183572.84,1,1,1,66007,1
465,France,Female,51,8,122522.32,1,0,0,181298,1
502,France,Female,42,8,159660.8,3,1,0,113932,1
746,France,Male,47,8,142382.03,1,1,1,62087,0
611,France,Male,58,8,0.0,2,0,1,107666,1
659,France,Female,32,9,0.0,2,1,1,93156,0
607,France,Female,32,6,0.0,2,0,0,196062,0
728,France,Male,37,0,0.0,2,1,1,72204,0
484,Spain,Female,35,7,133868.21,1,1,1,27286,0
583,France,Male,51,6,125268.03,2,1,0,165082,0
662,France,Male,31,3,0.0,2,0,1,27731,0
735,France,Female,25,3,91718.8,1,0,0,28411,0
679,Germany,Male,39,2,146186.28,2,1,1,193974,0
490,Spain,Male,31,3,145260.23,1,0,1,114067,0
512,France,Female,30,6,0.0,2,1,0,88827,0
502,France,Male,33,7,0.0,2,0,1,4083,0
688,France,Female,54,9,0.0,1,1,0,191213,1
565,Germany,Male,52,5,97720.35,2,1,0,175071,1
577,France,Female,32,1,0.0,2,1,0,9902,0
757,Spain,Female,55,9,117294.12,4,1,0,94187,1
408,France,Male,40,3,0.0,2,0,0,124874,0
592,France,Male,39,7,0.0,2,1,0,83084,0
694,Spain,Female,37,3,0.0,2,1,1,147012,0
621,Spain,Male,53,9,170491.84,1,1,0,35588,1
850,France,Female,28,9,0.0,2,1,1,164865,0
850,France,Male,42,0,0.0,2,1,0,44166,0
631,Germany,Female,33,4,123246.7,1,0,0,112688,0
590,France,Female,29,4,0.0,2,1,0,121847,0
531,France,Male,37,7,121854.45,1,1,0,147521,0
578,France,Male,45,1,148600.91,1,1,0,143397,1
717,Spain,Female,36,2,164557.95,1,0,1,82337,0
705,Germany,Female,48,1,156848.13,2,1,1,99476,1
581,Germany,Female,38,3,135157.05,1,1,1,32919,0
698,France,Female,51,6,144237.91,4,1,0,157144,1
763,France,Male,67,1,149436.73,2,0,1,106283,0
633,France,Female,33,3,0.0,2,1,0,191111,0
543,France,Male,36,6,0.0,2,1,0,176728,0
529,France,Female,29,8,0.0,2,1,0,19842,0
511,Germany,Female,41,8,153895.65,1,1,1,39087,0
753,Germany,Male,32,5,159904.79,1,1,0,148811,0
544,Spain,Female,53,9,0.0,1,1,0,125692,1
625,France,Male,37,1,177069.24,2,1,1,96089,0
535,Germany,Male,20,9,134874.4,1,1,1,118826,0
577,France,Male,37,2,127261.35,1,1,0,56185,0
650,Spain,Female,32,4,79450.09,1,1,1,118325,0
841,Spain,Male,28,4,0.0,2,1,1,179437,0
714,France,Female,51,4,88308.87,3,0,0,5863,1
642,Germany,Male,41,4,157777.58,1,1,0,67485,0
622,France,Female,30,4,107879.04,1,0,1,196895,0
686,Spain,Male,41,7,102749.72,1,0,1,194914,0
724,France,Female,32,6,0.0,2,1,1,150027,0
624,France,Male,51,10,123401.43,2,1,1,127825,0
728,Spain,Male,42,8,0.0,2,0,1,41823,0
652,Spain,Female,38,1,103895.31,1,0,1,159649,0
689,France,Male,22,4,136444.25,1,1,0,51980,1
697,Spain,Female,40,7,130334.35,2,0,1,116951,0
663,France,Male,24,7,0.0,2,1,1,166311,0
715,France,Female,31,3,110581.29,1,1,1,94715,0
768,France,Male,30,6,0.0,2,1,1,199454,0
760,France,Female,51,2,100946.71,1,0,0,179615,1
543,Spain,Male,41,5,0.0,2,0,1,143980,0
643,France,Female,31,3,167949.48,1,1,0,143162,0
757,Spain,Male,33,5,77253.22,1,0,1,194240,0
714,Spain,Male,34,5,0.0,2,1,0,193040,0
594,France,Male,50,7,81310.34,1,1,1,183868,0
608,Germany,Male,34,3,106288.54,1,1,1,36639,0
654,Germany,Male,43,9,84673.17,2,0,1,82081,0
758,Germany,Male,33,0,129142.54,2,1,1,26606,0
771,Spain,Male,51,5,135506.58,3,1,1,152480,1
627,France,Female,41,6,0.0,3,1,1,138701,1
604,Spain,Female,28,6,0.0,2,1,1,69056,0
679,Germany,Female,37,8,77373.87,2,0,1,174873,0
738,Germany,Female,29,9,139106.19,1,1,0,141872,1
806,France,Male,34,6,0.0,2,0,0,100810,0
743,France,Female,40,6,0.0,1,1,0,28281,1
644,Spain,Male,37,9,0.0,2,1,1,96443,0
751,France,Female,39,3,0.0,2,1,1,84175,0
850,Germany,Male,32,2,128647.98,2,0,0,54416,0
580,France,Female,23,5,113923.81,2,0,0,196241,0
773,Spain,Male,52,2,0.0,2,1,0,57338,0
549,France,Female,46,7,0.0,1,1,1,109058,0
579,France,Male,38,8,0.0,2,0,0,91764,0
640,France,Female,47,6,89799.46,2,0,1,13784,1
569,France,Female,35,4,93934.63,1,1,0,184748,0
834,France,Female,49,8,160602.25,2,1,0,129274,0
659,France,Female,37,1,151105.68,1,1,1,140935,0
673,Germany,Male,47,1,183579.54,2,0,1,34048,0
649,France,Female,41,3,130931.83,1,1,1,144808,0
690,France,Female,26,5,157624.84,1,1,1,49599,0
678,Spain,Female,27,5,87099.85,2,1,0,149551,0
808,France,Male,45,7,118626.55,2,1,0,147132,0
724,Germany,Male,37,6,125489.4,1,1,0,118571,0
642,Germany,Male,18,5,111183.53,2,0,1,10064,0
791,France,Female,52,7,0.0,1,1,1,122782,0
563,France,Male,35,3,106250.72,1,0,0,39546,0
664,France,Female,34,7,93920.47,1,0,0,179914,0
681,France,Male,43,3,66338.68,1,1,1,18772,1
696,Spain,Male,40,3,153639.11,1,1,1,138352,0
750,France,Female,38,1,0.0,2,1,0,47765,0
571,France,Female,33,1,0.0,2,1,0,102751,0
587,Germany,Male,35,5,121863.61,1,1,1,23482,1
501,France,Male,42,9,114631.23,1,0,1,91430,0
564,Germany,Male,40,7,108407.34,1,1,1,83681,0
750,France,Male,36,7,136492.92,3,1,1,26500,1
652,Spain,Female,42,4,0.0,2,1,1,38152,0
733,France,Male,39,1,0.0,2,1,1,141841,0
516,Spain,Female,45,8,109044.3,1,0,1,115818,0
634,Germany,Female,56,3,116251.24,1,0,1,42430,1
662,France,Female,22,2,126362.57,2,1,1,97383,0
624,France,Male,42,3,145155.37,1,1,0,72170,1
728,France,Male,34,4,106328.08,1,1,0,88681,0
717,France,Male,31,4,129722.57,1,0,0,41177,0
665,Spain,Female,51,8,0.0,1,1,1,38928,1
641,Germany,Female,51,2,117306.69,4,1,1,26913,1
555,Spain,Male,32,10,0.0,2,0,1,168606,0
619,Spain,Male,38,3,96143.47,1,0,0,98995,0
614,Spain,Male,36,5,0.0,2,1,0,130611,0
600,France,Female,41,1,0.0,2,1,1,91194,0
633,Spain,Male,33,4,137847.41,2,1,0,98349,0
655,France,Female,39,6,94631.26,2,1,1,148949,0
620,France,Male,41,0,97925.11,1,1,0,85000,0
717,France,Male,35,4,0.0,1,1,1,167573,0
601,France,Female,46,3,98202.76,1,0,0,137764,0
807,Spain,Female,43,0,0.0,2,0,1,85523,0
820,France,Female,39,1,104614.29,1,1,0,61538,1
706,Germany,Female,46,4,105214.58,1,1,0,108700,1
547,Germany,Male,50,3,81290.02,3,0,1,177747,1
730,France,Female,34,5,74197.38,2,1,0,96876,0
581,Germany,Female,43,5,93259.57,3,1,0,141036,1
850,France,Female,36,6,0.0,2,1,1,190195,0
694,France,Male,40,9,0.0,2,1,0,40463,0
571,France,Female,23,10,151097.28,1,0,1,17164,0
607,France,Male,26,1,0.0,1,1,0,29818,0
727,Germany,Female,31,3,82729.47,2,1,0,60213,0
722,France,Male,34,8,0.0,2,1,1,133447,0
539,Germany,Female,38,8,82407.51,1,1,0,13123,0
709,France,Female,40,9,131569.63,1,1,1,103971,0
720,Spain,Male,33,3,123783.91,2,1,1,142903,0
838,Spain,Female,39,5,166733.92,2,1,0,14279,0
579,Germany,Male,28,6,150329.15,1,1,0,145558,0
526,France,Male,28,1,112070.44,1,0,1,126282,0
635,Spain,Female,29,8,138296.94,2,1,0,141076,0
604,France,Male,26,8,149542.52,2,0,1,197912,0
686,Spain,Male,34,9,0.0,2,1,0,127570,0
618,France,Female,35,10,0.0,2,1,0,180440,0
528,Spain,Female,32,0,68138.37,1,1,1,170309,0
630,France,Male,40,8,0.0,2,1,1,42496,0
626,France,Female,37,2,133968.96,2,1,0,148690,0
614,France,Male,50,4,137104.47,1,1,0,127166,1
544,France,Female,29,1,118560.55,1,1,1,164137,0
643,France,Male,34,7,0.0,2,0,1,100304,0
645,Spain,Male,45,4,0.0,1,0,1,174917,1
705,Spain,Female,23,5,0.0,2,1,1,73132,0
721,Germany,Female,45,7,138523.2,1,0,0,59604,1
661,France,Male,35,5,0.0,1,1,0,155395,0
634,France,Female,45,2,0.0,4,1,0,101040,1
545,Germany,Female,60,7,128981.07,1,0,1,176924,1
781,France,Male,29,9,0.0,2,0,0,172097,0
721,France,Male,36,1,155176.83,2,1,1,49653,0
523,Germany,Female,39,1,143903.11,1,1,1,118712,1
821,Germany,Female,37,5,106453.53,2,0,1,127413,0
781,France,Male,33,3,89276.48,1,1,0,6959,0
706,France,Male,54,9,117444.51,1,1,1,186239,0
703,France,Male,50,8,160139.59,2,1,1,79314,0
701,Spain,Female,30,2,0.0,2,1,0,115651,0
562,France,Male,42,2,100238.35,1,0,0,86797,0
778,Spain,Male,33,5,116474.28,2,1,1,32758,0
706,Spain,Male,29,2,0.0,2,1,1,18256,0
597,Germany,Female,22,6,101528.61,1,1,0,70529,1
665,France,Female,37,5,160389.82,1,0,1,183542,0
694,Germany,Male,37,1,95668.82,2,1,0,100336,0
540,Germany,Male,39,1,82531.11,1,1,0,114093,0
615,Spain,Male,61,9,0.0,2,1,0,150228,1
575,Spain,Male,30,2,0.0,2,1,1,82223,0
564,Germany,Female,30,0,100954.88,2,0,0,134175,0
493,Spain,Female,48,7,0.0,2,1,0,48545,0
684,Germany,Male,37,1,126817.13,2,1,1,29996,1
706,Spain,Male,24,2,141078.57,1,1,1,24403,0
543,Spain,Male,37,3,0.0,2,1,1,78916,0
652,France,Male,36,1,0.0,2,1,1,151315,0
529,France,Male,67,8,103101.56,2,1,1,154002,1
648,France,Male,32,0,0.0,1,0,1,117323,0
686,Germany,Female,56,5,111642.08,1,1,1,80554,0
733,Spain,Female,38,5,0.0,2,1,1,1272,0
574,France,Female,33,3,134348.57,1,1,0,63164,0
768,France,Male,29,2,95984.69,2,1,1,73687,0
513,France,Female,45,0,164649.52,3,1,0,49916,1
582,France,Female,29,0,0.0,1,1,1,84013,0
647,France,Female,42,9,0.0,2,1,1,51363,0
627,Spain,Female,30,6,0.0,1,1,1,113408,0
629,France,Female,39,10,0.0,2,1,1,43174,1
635,Germany,Female,48,4,81556.89,2,1,0,191914,0
684,France,Male,38,5,105069.98,2,1,1,198355,0
642,France,Male,48,9,118317.27,4,0,0,78703,1
598,France,Female,34,4,0.0,2,0,0,60894,0
515,France,Male,65,7,92113.61,1,1,1,142548,0
628,France,Male,45,9,0.0,2,1,1,96863,0
702,France,Male,45,0,80793.58,1,1,1,27475,0
727,Germany,Male,45,6,114422.85,2,1,1,104679,1
759,France,Female,33,2,0.0,2,1,0,56584,0
618,Germany,Male,42,8,153572.31,2,1,1,76680,0
603,Spain,Male,24,1,165149.13,2,1,0,21858,0
757,Germany,Male,31,1,127320.36,3,1,0,163170,0
632,Spain,Male,31,3,136556.44,1,1,0,82153,1
645,Spain,Female,49,5,110132.55,3,0,1,187690,1
574,Spain,Male,30,5,120355.0,1,1,0,137793,0
667,Germany,Female,44,5,140406.68,2,0,1,57164,0
783,Spain,Female,44,3,81811.71,1,1,0,164214,1
577,Germany,Female,59,7,111396.97,1,0,1,191070,0
786,France,Male,35,3,0.0,2,1,0,92713,0
758,Spain,Male,40,3,0.0,2,0,0,96098,0
459,Germany,Male,50,5,109387.9,1,1,0,155721,0
704,Spain,Male,24,10,122109.78,1,1,1,127654,0
519,France,Female,22,8,0.0,1,0,1,167553,0
620,Spain,Male,31,2,166833.86,2,1,1,135172,0
687,Spain,Female,40,1,0.0,2,1,0,8207,0
685,Germany,Male,30,3,90536.81,1,0,1,63083,0
611,France,Female,43,8,64897.75,1,1,0,114996,0
708,Germany,Female,43,0,118994.84,1,1,0,181500,1
518,Germany,Female,35,8,141665.63,1,0,1,192777,0
723,Spain,Male,30,1,0.0,3,1,0,164648,1
660,Germany,Male,26,4,115021.76,1,0,1,162443,0
671,France,Female,34,5,164757.56,1,1,0,110749,0
470,France,Female,25,8,127974.06,2,1,1,183259,0
670,France,Female,39,8,101928.51,1,0,0,89206,0
785,France,Female,40,3,0.0,2,1,1,96833,0
561,France,Male,32,5,0.0,2,1,0,84872,0
731,France,Female,40,7,118991.79,1,1,1,156049,0
752,Germany,Male,30,4,81523.38,1,1,1,36886,0
631,Germany,Female,32,2,146810.99,2,1,1,180990,0
597,France,Female,33,6,135703.59,2,0,0,74851,0
773,Spain,Male,63,9,111179.83,1,1,1,93091,0
501,Germany,Male,25,6,104013.79,1,1,0,114774,0
542,France,Female,25,7,0.0,2,0,1,82393,0
488,Spain,Female,39,9,140553.46,1,0,0,12440,0
534,Spain,Female,33,3,151233.62,1,0,0,199337,0
701,Spain,Male,36,8,0.0,2,1,0,169161,0
660,France,Male,38,7,0.0,2,0,1,146586,0
659,Germany,Male,34,9,134464.58,2,1,0,178833,0
608,Germany,Female,30,2,91057.37,2,1,0,132973,0
726,France,Female,34,0,185734.75,1,1,1,102037,0
556,France,Female,43,6,0.0,3,0,0,125155,1
675,Germany,Male,36,7,89409.95,1,1,1,149400,0
704,Germany,Female,35,3,154206.07,2,1,1,40261,0
635,Spain,Female,34,5,98683.47,2,1,0,15733,0
709,France,Female,36,8,0.0,2,1,1,69677,0
720,France,Male,26,10,51962.91,2,1,0,45507,0
500,Spain,Female,47,8,128486.11,1,1,0,179227,0
755,Germany,Female,30,6,154221.37,2,0,1,62689,0
530,France,Female,48,0,0.0,1,1,0,85081,0
751,Germany,Male,54,9,156367.6,2,0,1,116180,0
625,France,Female,24,1,0.0,2,1,1,180970,0
696,Germany,Female,31,8,122021.92,2,1,0,33829,0
622,France,Female,38,4,98640.74,1,1,1,110458,0
464,Germany,Male,37,4,155994.15,1,0,0,143665,0
507,Germany,Male,36,9,118214.32,3,1,0,119110,1
806,Spain,Female,37,2,137794.18,2,0,1,75232,0
494,France,Male,40,7,0.0,2,0,1,158072,0
496,Germany,Female,59,7,91680.1,2,1,0,163141,1
404,Germany,Female,54,4,125456.07,1,1,0,83716,1
579,Germany,Female,64,6,145215.43,1,1,1,164084,0
608,Spain,Male,27,4,153325.1,1,1,1,199953,0
597,France,Male,33,9,0.0,2,1,0,49375,0
663,France,Female,42,5,124626.07,1,1,1,78004,0
666,France,Male,53,5,64646.7,1,1,0,128019,1
658,France,Male,31,5,100082.14,1,0,1,49810,0
594,Germany,Female,29,3,130830.22,1,1,0,61049,0
601,Germany,Male,43,3,141859.12,2,1,1,111250,0
576,France,Male,39,9,84719.98,1,0,0,191063,0
791,Germany,Female,42,10,113657.41,2,0,1,139947,1
682,Spain,Female,50,10,128039.01,1,1,1,102260,0
518,France,Female,45,8,0.0,2,1,1,36193,0
685,France,Male,40,2,168001.34,2,1,1,167400,0
657,France,Female,41,5,95858.37,1,1,1,68256,0
803,France,Male,36,1,0.0,2,1,1,149371,0
427,Spain,Female,39,9,0.0,2,1,0,28368,0
752,France,Female,30,3,0.0,2,1,1,104991,0
663,Germany,Male,42,5,90248.79,1,1,1,79170,0
777,Germany,Female,37,10,121532.17,2,1,1,73465,0
596,Germany,Male,47,5,140187.1,2,1,1,174311,0
748,France,Male,44,2,92911.52,1,0,1,85495,0
672,France,Male,52,8,170008.84,1,0,0,56407,1
553,Spain,Male,41,6,144974.55,1,1,1,19345,0
477,Germany,Female,24,2,95675.62,2,0,0,162700,1
609,Spain,Male,53,10,0.0,1,1,1,154643,0
601,France,Male,29,9,0.0,1,1,1,80393,0
798,France,Male,34,9,154495.79,1,1,0,191396,0
750,France,Female,47,7,121376.15,2,1,0,54474,1
599,Germany,Male,40,10,137456.28,2,1,1,14113,0
636,Germany,Male,67,7,136709.35,1,0,1,66753,1
738,France,Male,29,2,0.0,2,1,1,170421,0
589,Germany,Female,36,9,140355.56,2,1,0,136330,0
668,France,Female,35,6,102482.76,1,1,1,53995,0
646,Spain,Female,42,3,99836.47,1,0,1,22910,0
477,Spain,Female,48,2,129120.64,1,0,1,26476,0
835,Germany,Female,29,10,130420.2,2,0,0,106277,0
651,France,Male,28,10,79562.98,1,1,1,74687,0
704,France,Male,47,5,0.0,2,1,1,145339,0
756,Spain,Male,19,4,130274.22,1,1,1,133535,0
667,France,Female,37,9,71786.9,2,1,1,67735,0
695,Spain,Male,35,7,0.0,2,1,0,160388,0
504,Germany,Male,32,8,170291.22,2,0,1,15659,0
527,Germany,Female,30,6,126663.51,1,1,1,162268,0
618,France,Male,39,2,91068.56,1,1,0,26579,0
832,France,Female,29,5,0.0,2,1,0,178780,0
502,France,Female,35,6,0.0,2,1,1,80618,0
775,France,Male,42,6,133970.22,2,0,1,187840,0
628,Germany,Male,40,5,181768.32,2,1,1,129108,0
652,France,Female,36,6,112518.71,2,0,1,110421,0
652,Germany,Female,26,1,131908.35,1,1,1,179270,0
633,Spain,Female,39,2,0.0,2,0,0,191207,0
642,France,Male,25,7,0.0,2,1,0,102084,0
678,France,Female,49,3,204510.94,1,0,1,739,1
580,Germany,Male,35,10,136281.41,2,1,1,24799,0
700,Germany,Female,39,5,144550.83,2,1,1,189664,0
671,France,Female,29,3,0.0,2,1,0,158043,0
847,France,Male,51,5,97565.74,1,0,0,144184,1
650,Spain,Male,61,1,152968.73,1,0,1,82971,0
706,Germany,Female,56,3,139603.22,1,1,1,86384,0
721,Spain,Male,38,7,0.0,1,0,1,53535,0
812,France,Male,29,6,0.0,2,0,0,168024,0
602,France,Female,42,10,0.0,2,0,0,169921,1
546,Germany,Female,74,8,114888.74,2,1,1,66733,1
794,Spain,Female,30,1,154970.54,1,0,1,156768,0
521,France,Male,27,4,121325.84,1,1,1,164224,1
706,Spain,Female,37,7,0.0,2,1,1,110899,0
678,France,Female,32,9,0.0,1,1,1,148211,0
667,France,Female,48,2,0.0,2,1,1,148608,0
603,France,Male,38,8,59360.77,1,1,1,191457,0
504,Germany,Male,42,7,131287.36,2,1,1,149698,0
833,France,Female,28,4,136674.51,2,0,0,5279,0
641,France,Male,30,2,87505.47,2,0,1,7279,0
687,Germany,Female,29,4,78939.15,1,1,0,122135,1
604,Spain,Female,71,10,0.0,2,1,1,129984,0
614,France,Male,44,6,0.0,2,0,1,104930,0
586,France,Female,38,2,0.0,2,1,0,87168,0
735,Spain,Male,36,5,0.0,2,1,0,105152,0
685,France,Female,40,7,0.0,2,1,0,103899,0
707,France,Female,49,10,0.0,1,1,0,82968,1
732,France,Male,36,7,0.0,2,1,1,60830,0
686,France,Male,38,0,138131.34,1,0,1,115928,0
508,France,Female,60,7,143262.04,1,1,1,129563,0
509,Germany,Male,32,9,170661.47,1,1,1,21646,0
697,France,Female,38,1,182065.85,1,1,0,49504,0
657,Spain,Male,34,5,154983.98,1,1,0,27738,0
610,France,Male,37,0,0.0,1,1,0,114515,0
548,Germany,Male,32,5,175214.71,1,1,1,155166,0
574,Spain,Male,36,4,77967.5,1,1,0,167067,1
589,France,Male,37,7,85146.48,2,1,0,86490,1
683,France,Female,38,5,127616.56,1,1,0,123846,0
728,Spain,Female,43,8,128412.61,1,0,1,139024,0
638,Germany,Female,37,7,124513.66,2,1,0,158611,0
599,Germany,Male,33,2,51949.95,2,1,0,85046,0
766,Spain,Male,41,0,0.0,2,0,1,34283,0
479,Germany,Male,35,4,138718.92,1,1,1,47252,1
638,France,Male,34,5,133501.36,1,0,1,155643,0
701,Spain,Female,42,5,0.0,2,0,0,24211,0
784,Spain,Female,40,8,0.0,2,1,0,108891,0
587,Germany,Male,40,5,138241.9,2,1,0,159418,0
815,France,Male,24,7,171922.72,1,0,1,178029,0
603,Spain,Male,30,6,129548.5,2,1,1,19283,0
569,Spain,Male,34,0,151839.26,1,1,0,102300,1
564,France,Male,40,4,0.0,1,1,0,85456,1
459,Spain,Female,42,6,129634.25,2,1,1,177683,1
711,France,Female,29,9,0.0,2,0,1,3235,0
679,France,Male,30,9,0.0,2,1,0,157872,0
554,Spain,Male,26,8,149134.46,1,1,1,177966,0
418,France,Female,39,2,0.0,2,0,0,9042,0
550,France,Female,30,4,0.0,2,1,0,89216,0
811,Germany,Female,28,4,167738.82,2,1,1,9903,0
616,Spain,Female,32,6,0.0,2,1,1,43001,0
647,France,Male,41,4,138937.35,1,1,1,101618,1
776,France,Female,43,4,0.0,2,0,1,162138,0
615,France,Male,41,4,130385.82,1,0,1,130662,0
654,France,Female,29,4,96974.97,1,0,1,141404,0
723,Germany,Female,47,10,90450.0,2,0,0,103379,1
543,Germany,Male,48,1,100900.5,1,0,0,33311,1
453,France,Male,29,6,0.0,1,0,0,198376,1
737,France,Female,32,7,128551.36,2,0,1,189403,0
765,France,Male,43,9,157960.49,2,0,0,136603,0
673,France,Male,32,8,121240.76,1,1,0,116970,0
667,France,Male,31,3,99513.91,1,1,1,189657,0
850,Germany,Female,33,7,134678.13,1,1,0,113178,0
662,France,Female,37,6,0.0,2,1,0,51229,0
814,France,Male,31,1,118870.92,1,1,0,101704,0
522,Spain,Male,30,3,0.0,2,1,0,145491,0
570,France,Female,18,4,82767.42,1,1,0,71812,0
623,Germany,Female,48,1,108076.33,1,1,0,118855,1
717,France,Female,36,2,99472.76,2,1,0,94275,1
681,France,Male,47,9,97023.21,1,1,1,2168,0
678,France,Female,41,1,143443.61,1,1,0,196622,1
694,Spain,Female,39,9,0.0,2,0,0,99924,0
710,Spain,Female,38,4,0.0,2,1,1,136391,0
670,Spain,Female,65,1,0.0,1,1,1,177656,1
850,France,Male,49,6,128663.9,1,1,0,65769,1
568,France,Male,33,7,0.0,2,1,0,143451,0
474,France,Male,54,3,0.0,1,1,0,108409,1
479,France,Male,34,5,117593.48,2,0,0,113308,0
542,Germany,Female,35,9,127543.11,2,1,0,469,1
668,Spain,Male,34,0,0.0,1,0,0,99985,0
683,France,Female,32,9,0.0,2,1,1,24992,0
680,France,Male,36,3,116275.12,1,1,1,63796,0
726,Germany,Male,30,7,92847.59,1,1,0,146154,0
471,Germany,Female,36,5,90063.74,2,1,1,96367,0
649,Spain,Male,36,8,0.0,2,1,0,161668,0
629,France,Female,61,6,0.0,2,1,1,133673,0
506,France,Female,34,4,90307.62,1,1,1,159235,0
469,Germany,Female,52,8,139493.25,3,0,0,150093,1
850,Spain,Male,71,10,69608.14,1,1,0,97893,1
598,Germany,Male,20,8,180293.84,2,1,1,29553,0
617,Spain,Male,61,3,113858.95,1,1,1,38129,0
501,Germany,Male,38,9,88977.39,2,0,1,133403,0
763,France,Female,53,4,0.0,1,1,0,77204,1
648,France,Male,34,0,0.0,1,1,1,167932,0
714,France,Female,31,4,125169.26,1,1,1,106637,0
508,France,Female,25,2,111395.53,1,0,1,48197,0
563,France,Female,39,5,0.0,2,1,1,17604,0
774,France,Male,76,4,112510.89,1,1,1,143133,0
631,Spain,Female,41,0,0.0,1,0,0,87960,0
648,Spain,Male,49,5,0.0,1,1,0,149946,1
736,France,Female,63,10,0.0,2,0,1,503,0
717,France,Female,36,5,0.0,2,1,1,145552,0
554,France,Female,38,3,138731.95,1,1,1,194138,0
539,France,Female,22,0,100885.93,2,1,1,38773,0
652,Germany,Female,37,9,145219.3,1,1,0,159133,0
666,Germany,Female,59,8,152614.51,2,1,1,188782,0
641,France,Female,37,2,0.0,2,1,0,3940,0
699,France,Male,64,9,113109.52,1,1,0,27981,1
680,France,Male,27,3,0.0,1,1,0,32454,0
624,France,Male,36,6,0.0,2,0,0,84636,0
699,France,Male,40,7,0.0,1,0,1,152876,1
663,France,Male,39,4,0.0,1,1,0,76884,0
641,Germany,Male,42,3,121765.37,2,1,1,166517,0
757,Germany,Male,36,1,65349.71,1,0,0,64540,0
503,Spain,Male,32,9,100262.88,2,1,1,157921,0
518,Germany,Male,46,4,113625.93,1,0,0,92727,1
638,Germany,Male,37,2,89728.86,2,1,1,37295,0
626,France,Female,39,0,0.0,2,1,1,83295,0
850,Germany,Female,36,0,136980.23,2,1,1,99020,0
561,France,Male,21,4,0.0,1,1,1,36942,0
643,France,Male,33,4,0.0,2,1,1,152992,0
606,Germany,Female,47,0,137138.2,2,0,1,53784,0
503,France,Male,42,8,104430.08,1,1,1,147558,0
692,Spain,Female,44,8,0.0,1,0,1,159069,0
604,France,Female,47,8,62094.71,3,0,0,9308,1
565,Germany,Female,58,3,108888.24,3,0,1,135876,1
674,France,Male,26,6,166257.96,1,1,1,149369,0
743,France,Male,30,7,77599.23,1,0,0,144407,0
632,France,Female,40,9,139625.34,1,1,0,93703,1
719,France,Male,61,5,0.0,2,0,1,29132,0
651,France,Female,39,8,0.0,1,1,0,137453,0
600,Spain,Male,36,4,0.0,2,1,0,143635,0
748,Spain,Male,36,4,141573.55,1,1,0,82158,0
505,France,Male,26,8,112972.57,1,1,0,145012,0
693,France,Female,28,8,0.0,2,1,1,158545,0
